Unnamed: 0,date,item_id,quantity,price_base,sum_total,store_id,Year,Month,Day,Lag_1
82852,2023-08-28,599f1d4fd756,6.0,69.9,419.4,1.0,2023,8,28,2452.97
175540,2023-09-16,4157c61945d3,0.42,719.0,301.98,1.0,2023,9,16,299.6
159289,2023-09-13,e808dc937e33,2.0,799.9,1599.8,1.0,2023,9,13,35.91
23280,2023-08-15,a324f8cb8cb4,1.0,152.0,152.0,1.0,2023,8,15,349.0
78696,2023-08-27,960579d87f5d,4.0,36.9,147.6,1.0,2023,8,27,107.89
102622,2023-09-01,d6cd39a19edc,1.0,4890.0,4890.0,1.0,2023,9,1,476.21
203381,2023-09-22,5fce4b5e5738,2.0,79.9,159.8,1.0,2023,9,22,666.97
11632,2023-08-08,54acf007ec70,2.0,74.9,149.8,1.0,2023,8,8,453.47
3510,2023-08-04,f711727e8690,1.0,115.9,115.9,1.0,2023,8,4,599.0
142313,2023-09-09,72c2ef8597cd,126.0,39.58,4986.96,1.0,2023,9,9,299.7
29460,2023-08-17,5792fe06b4eb,9.012,378.89,3414.53,1.0,2023,8,17,199.6
210283,2023-09-24,e0688109aee9,0.282,849.89,239.67,1.0,2023,9,24,524.5
103061,2023-09-01,616827a4b7d7,1.0,119.9,119.9,1.0,2023,9,1,781.17
31866,2023-08-17,753e104d8ab6,0.614,701.91,430.97,1.0,2023,8,17,139.9
159042,2023-09-13,37d21d3407cc,11.0,89.47,984.17,1.0,2023,9,13,850.7
24129,2023-08-16,3b780d1d89a7,10.646,548.46,5838.89,1.0,2023,8,16,89.9
97034,2023-08-31,d864668a8dda,3.0,34.79,104.38,1.0,2023,8,31,109.9
37221,2023-08-18,3ed3471e5e3d,1.0,179.9,179.9,1.0,2023,8,18,1170.03
234981,2023-09-29,78d398d8cc0e,1.0,35.0,35.0,1.0,2023,9,29,413.21
8076,2023-08-07,395fe00c1ba2,1.0,314.91,314.91,1.0,2023,8,7,209.9
167586,2023-09-15,6233806b3e3c,6.0,74.9,449.4,1.0,2023,9,15,249.9
184006,2023-09-18,a2cfd8033c4c,1.0,64.52,64.52,1.0,2023,9,18,5683.45
144984,2023-09-10,f776afbb0da2,1.0,129.0,129.0,1.0,2023,9,10,153.28
226370,2023-09-27,4f0bb8e3a34f,3.0,49.6,148.8,1.0,2023,9,27,601.3
98704,2023-08-31,ecafb8ae8bd0,17.672,177.24,3132.15,1.0,2023,8,31,119.8
30678,2023-08-17,581d50bf0c38,29.0,71.21,2065.06,1.0,2023,8,17,2486.39
81930,2023-08-28,f716a234b3f7,1.0,39.9,39.9,1.0,2023,8,28,139.3
135056,2023-09-08,19d98f35e98d,2.0,49.9,99.8,1.0,2023,9,8,1818.49
58897,2023-08-23,02449bc5f33c,4.0,109.9,439.6,1.0,2023,8,23,34.5
36151,2023-08-18,8c601ec8d33b,2.0,35.9,71.8,1.0,2023,8,18,1200.0
9476,2023-08-07,322fc57646f0,0.812,279.9,227.28,1.0,2023,8,7,439.9
125432,2023-09-06,f960d18e4b25,0.23,899.0,206.77,1.0,2023,9,6,2193.41
185884,2023-09-18,e9d59ba0f9cb,10.0,58.7,587.02,1.0,2023,9,18,538.5
39513,2023-08-19,85468da957f6,2.0,18.9,37.8,1.0,2023,8,19,71.8
185039,2023-09-18,88f1ec35c293,1.0,355.9,355.9,1.0,2023,9,18,229.9
78018,2023-08-27,9092992ba7d2,5.0,143.0,715.0,1.0,2023,8,27,249.5
26666,2023-08-16,772976e34f2d,5.0,149.9,749.5,1.0,2023,8,16,304.9
204066,2023-09-22,22835dff660f,2.0,79.9,159.8,1.0,2023,9,22,151.8
81935,2023-08-28,44d1ba9c948a,11.75,229.9,2701.33,1.0,2023,8,28,184.52
81160,2023-08-27,5644d1b7a27f,3.0,109.9,329.7,1.0,2023,8,27,4392.0
140633,2023-09-09,f2c28f6d34ae,74.0,50.1,3707.55,1.0,2023,9,9,3290.0
194120,2023-09-20,01d7986b28c1,1.0,49.0,49.0,1.0,2023,9,20,69.9
143612,2023-09-09,a33014bd248d,1.0,160.0,160.0,1.0,2023,9,9,143.68
192118,2023-09-20,fec08900d974,13.0,57.47,747.15,1.0,2023,9,20,1882.36
156706,2023-09-12,2ae6f78cf3a1,1.0,77.9,77.9,1.0,2023,9,12,199.51
115176,2023-09-04,7914de20936e,2.0,57.9,115.8,1.0,2023,9,4,419.4
10698,2023-08-08,887dd6942939,1.0,60.0,60.0,1.0,2023,8,8,399.5
146251,2023-09-10,87817d417f36,8.0,180.0,1440.0,1.0,2023,9,10,169.83
81207,2023-08-27,fdefd0745786,4.0,59.38,237.53,1.0,2023,8,27,239.9
205823,2023-09-23,e085f86119a0,1.0,79.9,79.9,1.0,2023,9,23,625.8
138826,2023-09-09,f4eda90fa45c,8.0,309.9,2479.2,1.0,2023,9,9,179.7
185478,2023-09-18,824c268d7a18,1.0,376.11,376.11,1.0,2023,9,18,70.32
134470,2023-09-08,ddf11dee4a96,1.0,179.9,179.9,1.0,2023,9,8,49.9
23197,2023-08-15,3a614050b843,5.24,175.84,921.4,1.0,2023,8,15,119.9
153989,2023-09-12,ae0ad3373eca,2.0,45.9,91.8,1.0,2023,9,12,69.9
176604,2023-09-16,2f2e751f10ec,0.278,1399.89,389.17,1.0,2023,9,16,159.8
232716,2023-09-28,8b67550de8dd,4.0,74.78,299.12,1.0,2023,9,28,154.21
71310,2023-08-25,d1fb23c39c38,2.0,199.9,399.8,1.0,2023,8,25,719.1
209087,2023-09-23,61c801654b3f,3.0,78.9,236.7,1.0,2023,9,23,1421.48
148965,2023-09-11,6d12075f0de9,5.0,79.9,399.5,1.0,2023,9,11,79.9
160953,2023-09-13,e2aded14b1d3,7.0,549.0,3843.0,1.0,2023,9,13,299.6
40826,2023-08-19,d9160be84d68,2.0,149.9,299.8,1.0,2023,8,19,269.8
91239,2023-08-30,87ed4669775d,62.0,34.07,2112.08,1.0,2023,8,30,273.9
62957,2023-08-24,2e002b83a795,2.0,64.9,129.8,1.0,2023,8,24,659.8
11512,2023-08-08,0bf1baddcf34,33.0,19.9,656.7,1.0,2023,8,8,239.7
193171,2023-09-20,2c29e17623ad,1.0,185.9,185.9,1.0,2023,9,20,69.9
33837,2023-08-18,53036765a440,2.0,69.9,139.8,1.0,2023,8,18,122.0
33332,2023-08-18,378b61df7177,3.0,599.9,1799.7,1.0,2023,8,18,194.7
224111,2023-09-26,214d60cd0a2f,2.0,57.9,115.8,1.0,2023,9,26,235.83
1471,2023-08-04,e029c01a452a,1.0,1499.9,1499.9,1.0,2023,8,4,1399.5
81091,2023-08-27,0aea75dd69fa,1.0,59.81,59.81,1.0,2023,8,27,39.67
38978,2023-08-19,35b7b4e51301,2.0,99.9,199.8,1.0,2023,8,19,479.4
135635,2023-09-08,f3d22b87288a,2.0,59.9,119.8,1.0,2023,9,8,769.22
102311,2023-09-01,1772b9d5cef6,5.0,119.9,599.5,1.0,2023,9,1,39.9
125915,2023-09-06,17de349be4c1,49.0,15.8,774.02,1.0,2023,9,6,149.9
178262,2023-09-17,80870ecc5030,1.0,219.9,219.9,1.0,2023,9,17,2914.92
11655,2023-08-08,f39d87b1ed41,10.0,29.9,299.0,1.0,2023,8,8,149.8
189188,2023-09-19,6c42afa6160e,1.0,571.0,571.0,1.0,2023,9,19,708.13
189921,2023-09-19,ca8b6775fed6,42.605,137.3,5849.57,1.0,2023,9,19,89.9
90573,2023-08-30,3884f735e9dc,1.0,66.0,66.0,1.0,2023,8,30,1104.42
11203,2023-08-08,7b58b169c442,1.0,159.9,159.9,1.0,2023,8,8,219.9
53598,2023-08-22,057fe7133a0f,11.98,302.74,3626.81,1.0,2023,8,22,478.6
85534,2023-08-28,69f1b4ae32e4,2.0,52.0,104.0,1.0,2023,8,28,16209.61
180567,2023-09-17,4932de2de13a,2.0,39.9,79.8,1.0,2023,9,17,1910.84
203563,2023-09-22,5ea8d02ea444,11.11,399.0,4432.89,1.0,2023,9,22,239.6
45562,2023-08-20,f68efb763583,2.03,762.47,1547.81,1.0,2023,8,20,1321.56
10842,2023-08-08,42c977c6bdb3,9.0,109.81,988.3,1.0,2023,8,8,67.9
99140,2023-08-31,f4eb7263b9fb,1.0,69.0,69.0,1.0,2023,8,31,239.7
197749,2023-09-21,e0671c30f14c,0.31,359.0,111.29,1.0,2023,9,21,132.0
12926,2023-08-08,155f0a7b1cba,2.0,38.9,77.8,1.0,2023,8,8,509.7
187778,2023-09-19,ac52cb6c2815,2.0,312.9,625.8,1.0,2023,9,19,169.13
182896,2023-09-18,c01e77ac0da8,10.0,48.26,482.62,1.0,2023,9,18,229.9
164158,2023-09-14,78d90f6caf01,0.57,149.89,85.44,1.0,2023,9,14,205.85
115233,2023-09-04,4b155a11b32d,3.0,81.0,243.0,1.0,2023,9,4,676.0
173287,2023-09-16,de16503a8d18,8.0,73.92,591.34,1.0,2023,9,16,269.7
28373,2023-08-17,8f9233c4f689,5.0,39.75,198.74,1.0,2023,8,17,1603.78
58224,2023-08-23,8657458f84fa,5.0,32.86,164.31,1.0,2023,8,23,211.21
11617,2023-08-08,a15caba06a0a,2.0,151.91,303.81,1.0,2023,8,8,65.8
115822,2023-09-04,638a7d6ec56b,1.0,199.9,199.9,1.0,2023,9,4,549.9
209597,2023-09-23,6c328e58b963,3.0,62.9,188.7,1.0,2023,9,23,239.6
65112,2023-08-24,f5111c21ec8b,1.0,449.9,449.9,1.0,2023,8,24,856.0
140321,2023-09-09,d2f7fc971df6,1.0,119.9,119.9,1.0,2023,9,9,119.8
80663,2023-08-27,38517d55f5c1,3.0,65.9,197.7,1.0,2023,8,27,419.3
135566,2023-09-08,978b55be604e,4.0,159.9,639.6,1.0,2023,9,8,379.8
30518,2023-08-17,b37bafbe2a36,1.0,79.9,79.9,1.0,2023,8,17,167.42
41795,2023-08-19,8fb29561f683,1.0,129.9,129.9,1.0,2023,8,19,1576.18
196520,2023-09-21,a98164d0da3b,36.0,35.08,1262.99,1.0,2023,9,21,120.0
142436,2023-09-09,00cf67c74463,4.041,219.9,888.62,1.0,2023,9,9,251.1
203031,2023-09-22,4e6b3c70fe00,1.0,44.9,44.9,1.0,2023,9,22,119.8
137992,2023-09-08,6c09f7b5f445,1.0,209.0,209.0,1.0,2023,9,8,69.9
163210,2023-09-14,b1093ad12e96,2.13,648.74,1381.82,1.0,2023,9,14,64.9
139672,2023-09-09,3ed3471e5e3d,1.0,179.9,179.9,1.0,2023,9,9,183.0
13563,2023-08-08,00727e9b17f7,0.586,1399.01,819.82,1.0,2023,8,8,1908.84
12442,2023-08-08,d7202fe81b76,2.0,44.9,89.8,1.0,2023,8,8,123.8
124746,2023-09-06,b45827a09195,1.0,44.9,44.9,1.0,2023,9,6,259.8
15332,2023-08-09,3d56b44b3f0d,1.0,38.61,38.61,1.0,2023,8,9,10.0
6254,2023-08-07,08c96805e559,2.57,899.9,2312.75,1.0,2023,8,7,64.0
55011,2023-08-22,8d0a2068aa75,1.0,126.0,126.0,1.0,2023,8,22,273.4
2579,2023-08-04,2e5049f53201,1.0,122.0,122.0,1.0,2023,8,4,348.74
143729,2023-09-09,7d8df1160a64,8.674,589.9,5116.8,1.0,2023,9,9,179.9
53146,2023-08-22,832a5d76ea6e,1.0,219.9,219.9,1.0,2023,8,22,769.14
206277,2023-09-23,e57d857868aa,1.0,139.9,139.9,1.0,2023,9,23,929.7
191014,2023-09-20,9e1f3d89bfd2,1.0,89.9,89.9,1.0,2023,9,20,299.9
37907,2023-08-18,7e5bac202f0f,1.0,34.9,34.9,1.0,2023,8,18,164.5
99946,2023-08-31,c21fda117e58,1.0,61.9,61.9,1.0,2023,8,31,59.9
78911,2023-08-27,a22343e0e903,5.0,29.88,149.41,1.0,2023,8,27,110.9
41227,2023-08-19,a59a841daf28,1.0,185.21,185.21,1.0,2023,8,19,580.0
33498,2023-08-18,94091497006a,7.0,69.0,483.0,1.0,2023,8,18,1043.0
152435,2023-09-11,1a9791b625ce,4.0,29.25,117.0,1.0,2023,9,11,238.8
94570,2023-08-30,aa6d09435319,3.628,788.83,2861.86,1.0,2023,8,30,352.82
179857,2023-09-17,1ae4f976f3a5,1.0,46.61,46.61,1.0,2023,9,17,47.91
9305,2023-08-07,78c0cf73dc15,2.0,189.68,379.35,1.0,2023,8,7,179.0
156923,2023-09-12,a2c9734be732,44.864,159.84,7171.08,1.0,2023,9,12,56.12
79091,2023-08-27,f3c06ac8099b,11.0,1238.61,13624.76,1.0,2023,8,27,150.0
84862,2023-08-28,3535063ceb42,1.0,89.9,89.9,1.0,2023,8,28,315.0
189084,2023-09-19,44c26f5d33f4,2.0,63.9,127.8,1.0,2023,9,19,99.9
190243,2023-09-19,d3e30a181ea2,1.0,179.41,179.41,1.0,2023,9,19,79.9
113204,2023-09-03,02e60156871c,1.0,199.9,199.9,1.0,2023,9,3,84.9
94553,2023-08-30,06960fd339df,1.0,29.9,29.9,1.0,2023,8,30,156.42
21899,2023-08-15,8384f4eda9a4,1.3019999999999998,1311.92,1708.12,1.0,2023,8,15,59.9
26677,2023-08-16,b0ea19adbd90,2.0,69.9,139.8,1.0,2023,8,16,599.0
44825,2023-08-20,8e098ccdff81,3.0,79.9,239.7,1.0,2023,8,20,3386.92
105241,2023-09-01,80faed14ab8c,1.0,909.9,909.9,1.0,2023,9,1,123.0
56648,2023-08-22,cbb80af002fc,2.0,89.9,179.8,1.0,2023,8,22,329.7
7186,2023-08-07,d93bea101f92,1.0,129.9,129.9,1.0,2023,8,7,481.8
217304,2023-09-25,78d3b6977914,6.0,109.9,659.4,1.0,2023,9,25,70.9
233958,2023-09-29,b3c754f51651,1.0,69.9,69.9,1.0,2023,9,29,4314.0
8334,2023-08-07,779be1af4e34,1.0,104.5,104.5,1.0,2023,8,7,246.0
117203,2023-09-04,82d851fa90a3,1.0,178.9,178.9,1.0,2023,9,4,119.7
140426,2023-09-09,d9ca6e73fa4e,1.0,516.0,516.0,1.0,2023,9,9,1047.08
227139,2023-09-27,8304a8b37f06,2.0,49.9,99.8,1.0,2023,9,27,339.9
227365,2023-09-27,f855a9426495,3.0,546.93,1640.8,1.0,2023,9,27,269.9
202777,2023-09-22,f611e25fa53a,5.0,555.68,2778.4,1.0,2023,9,22,389.9
180950,2023-09-17,fbbeb5154250,1.0,269.9,269.9,1.0,2023,9,17,97.3
140945,2023-09-09,e8649782ac4d,1.0,24.9,24.9,1.0,2023,9,9,76.0
234023,2023-09-29,b58cf44ca814,1.0,349.95,349.95,1.0,2023,9,29,684.95
115927,2023-09-04,3db491dd53cf,17.0,24.61,418.3,1.0,2023,9,4,74.9
216985,2023-09-25,541246a55acd,2.0,64.5,129.0,1.0,2023,9,25,69.9
28641,2023-08-17,72757f0fc94f,1.0,52.5,52.5,1.0,2023,8,17,2508.66
109251,2023-09-02,6fa6d1d91adf,1.0,60.13,60.13,1.0,2023,9,2,399.5
222744,2023-09-26,541246a55acd,1.0,64.9,64.9,1.0,2023,9,26,49.11
43485,2023-08-20,3b5e791142f3,1.0,209.9,209.9,1.0,2023,8,20,229.9
64380,2023-08-24,28c49a01b762,3.0,44.85,134.55,1.0,2023,8,24,419.0
153049,2023-09-12,7a040ff65ca4,5.0,119.9,599.5,1.0,2023,9,12,744.22
36498,2023-08-18,6b0dcfd2bcd3,5.0,114.2,571.0,1.0,2023,8,18,216.4
70243,2023-08-25,8c00583b7d91,0.116,688.97,79.92,1.0,2023,8,25,294.0
4856,2023-08-04,c1181efb7df1,7.0,259.9,1819.3,1.0,2023,8,4,599.5
28170,2023-08-17,aed73a0bcdcc,1.0,516.0,516.0,1.0,2023,8,17,129.8
7686,2023-08-07,befc15e921ad,1.0,99.9,99.9,1.0,2023,8,7,271.5
62184,2023-08-24,12186e4701f2,5.0,19.9,99.5,1.0,2023,8,24,296.56
5402,2023-08-07,18e7d4d72511,2.0,89.49,178.97,1.0,2023,8,7,109.89
223015,2023-09-26,9142f09ac85e,1.0,159.9,159.9,1.0,2023,9,26,4873.31
12582,2023-08-08,96d233e99b62,1.44,589.9,849.46,1.0,2023,8,8,219.6
133380,2023-09-08,42c3ab4b8b92,11.05,586.76,6483.72,1.0,2023,9,8,2431.66
229045,2023-09-28,7d37a8fa0020,1.0,76.0,76.0,1.0,2023,9,28,396.0
39937,2023-08-19,2345fa08ed7f,2.414,459.9,1110.21,1.0,2023,8,19,939.8
71238,2023-08-25,040013416ae1,2.0,59.9,119.8,1.0,2023,8,25,989.7
156367,2023-09-12,434ac3901182,1.0,134.0,134.0,1.0,2023,9,12,329.7
79408,2023-08-27,33fccd006dec,1.192,599.0,714.01,1.0,2023,8,27,249.8
231602,2023-09-28,49b5a85e3b4c,0.336,1526.01,512.74,1.0,2023,9,28,129.9
3196,2023-08-04,560c7ab9cd0a,11.0,109.89,1208.82,1.0,2023,8,4,12.9
102911,2023-09-01,9cd0daef0a30,1.0,102.0,102.0,1.0,2023,9,1,520.1
217126,2023-09-25,f716a234b3f7,1.0,39.79,39.79,1.0,2023,9,25,7105.0
195801,2023-09-21,18045130befe,1.0,64.0,64.0,1.0,2023,9,21,4747.71
142496,2023-09-09,7cec3a4eeb13,4.0,24.7,98.81,1.0,2023,9,9,1336.27
38841,2023-08-19,2a721d2e875a,3.0,128.57,385.72,1.0,2023,8,19,238.42
110024,2023-09-02,d570224e3506,1.0,299.9,299.9,1.0,2023,9,2,555.0
84073,2023-08-28,2e9f473d2b28,21.0,157.45,3306.35,1.0,2023,8,28,259.9
83847,2023-08-28,cbd4e396f52f,1.0,74.9,74.9,1.0,2023,8,28,291.75
233995,2023-09-29,77e371f927a5,2.0,239.9,479.8,1.0,2023,9,29,122.0
231319,2023-09-28,4e83c27f85b2,2.0,190.0,380.0,1.0,2023,9,28,479.4
24548,2023-08-16,c2b1bd8ef509,1.0,169.9,169.9,1.0,2023,8,16,359.4
99139,2023-08-31,577ca1ad1a29,3.0,79.9,239.7,1.0,2023,8,31,199.6
98800,2023-08-31,30142c52c8b5,2.0,78.0,156.0,1.0,2023,8,31,319.8
29665,2023-08-17,a102809eac78,3.0,104.9,314.7,1.0,2023,8,17,1126.35
108127,2023-09-02,6c4ab581e079,3.0,69.9,209.7,1.0,2023,9,2,559.2
31067,2023-08-17,14aa90a582ca,8.0,89.0,712.0,1.0,2023,8,17,159.9
76418,2023-08-26,def12d1c5faf,1.0,93.9,93.9,1.0,2023,8,26,11071.89
63693,2023-08-24,f3019dac45e1,2.0,129.9,259.8,1.0,2023,8,24,116.0
203551,2023-09-22,4e77c871a25a,1.0,149.9,149.9,1.0,2023,9,22,189.0
40930,2023-08-19,53c123c34a8b,1.0,119.2,119.2,1.0,2023,8,19,239.8
142328,2023-09-09,bf67136e4a24,1.0,146.14,146.14,1.0,2023,9,9,1034.0
59537,2023-08-23,e90563181b01,1.0,29.9,29.9,1.0,2023,8,23,479.5
51095,2023-08-21,9f0c429a6e13,15.0,73.9,1108.5,1.0,2023,8,21,1494.0
176788,2023-09-16,50cb0f51328a,2.0,64.9,129.8,1.0,2023,9,16,239.7
152649,2023-09-11,5a2dc6f2855e,1.0,159.9,159.9,1.0,2023,9,11,201.57
45367,2023-08-20,903703059af3,1.0,119.9,119.9,1.0,2023,8,20,139.3
94037,2023-08-30,7dc258974aec,7.0,52.14,365.01,1.0,2023,8,30,149.8
193726,2023-09-20,704beb682999,20.0,39.9,798.0,1.0,2023,9,20,119.9
180476,2023-09-17,f3fb6209799b,2.0,135.0,270.0,1.0,2023,9,17,899.9
177361,2023-09-17,899caebab09e,2.0,188.19,376.37,1.0,2023,9,17,126.0
153479,2023-09-12,f4b686a86b89,2.0,53.53,107.05,1.0,2023,9,12,140.03
52614,2023-08-22,e269631dcb39,10.0,16.0,160.0,1.0,2023,8,22,1549.17
163852,2023-09-14,eb32620e8b22,5.0,99.9,499.5,1.0,2023,9,14,629.0
94839,2023-08-30,445a7d4b2bd2,14.0,26.84,375.8,1.0,2023,8,30,209.3
25103,2023-08-16,f272a686dd71,3.0,39.9,119.7,1.0,2023,8,16,479.7
149982,2023-09-11,e7bdc915cc59,6.0,27.78,166.7,1.0,2023,9,11,199.6
131859,2023-09-07,15c1f42ce69e,1.0,175.41,175.41,1.0,2023,9,7,1619.4
111980,2023-09-03,4248977ae029,1.0,79.9,79.9,1.0,2023,9,3,158.7
230827,2023-09-28,77bb17096f87,1.0,84.9,84.9,1.0,2023,9,28,1974.04
234390,2023-09-29,5283258d11ac,3.0,69.9,209.7,1.0,2023,9,29,139.8
31700,2023-08-17,dfa7fba71f1c,3.0,239.0,717.0,1.0,2023,8,17,175.54
22700,2023-08-15,1963db4fccba,1.0,149.9,149.9,1.0,2023,8,15,388.9
62431,2023-08-24,6a6d6fc82f6c,3.0,139.9,419.7,1.0,2023,8,24,102.0
205558,2023-09-23,4ee8bad8aeea,1.0,38.9,38.9,1.0,2023,9,23,283.25
21279,2023-08-15,f8caaaebfc67,7.0,119.9,839.3,1.0,2023,8,15,70.0
140234,2023-09-09,ba449bb8fa5d,1.0,69.9,69.9,1.0,2023,9,9,139.9
80841,2023-08-27,d1d02b512312,13.0,42.23,548.94,1.0,2023,8,27,155.0
95063,2023-08-30,d9e36d592f5a,1.19,189.91,225.99,1.0,2023,8,30,165.77
129838,2023-09-07,11a128dd0cb3,4.914,633.27,3111.91,1.0,2023,9,7,119.0
70897,2023-08-25,52b21cddf589,1.0,50.0,50.0,1.0,2023,8,25,659.4
123721,2023-09-05,a9ee09caaf40,2.0,69.9,139.8,1.0,2023,9,5,1526.12
218607,2023-09-25,1111ca25fc93,1.0,44.9,44.9,1.0,2023,9,25,398.0
99724,2023-08-31,e2f0530d0f6e,37.0,184.55,6828.48,1.0,2023,8,31,1303.2
174179,2023-09-16,b5040a2a60a8,1.0,84.85,84.85,1.0,2023,9,16,669.9
212882,2023-09-24,e48c10f98cb4,1.0,3999.9,3999.9,1.0,2023,9,24,239.7
102213,2023-09-01,bba0ac69fbaf,2.0,59.55,119.1,1.0,2023,9,1,199.6
176204,2023-09-16,27bc35d45c96,1.0,79.9,79.9,1.0,2023,9,16,129.0
125539,2023-09-06,20c39085d783,1.0,122.0,122.0,1.0,2023,9,6,75.9
211605,2023-09-24,55c0195a98a4,1.0,58.87,58.87,1.0,2023,9,24,79.04
58524,2023-08-23,cb9e8b3b3636,1.0,101.0,101.0,1.0,2023,8,23,359.7
92373,2023-08-30,30fe96268f29,4.0,139.9,559.6,1.0,2023,8,30,174.0
1685,2023-08-04,ff378353a76e,0.562,960.27,539.67,1.0,2023,8,4,169.9
143439,2023-09-09,fc8cd0f1f4dd,1.0,29.9,29.9,1.0,2023,9,9,236.45
227593,2023-09-27,80f311f05385,7.0,159.0,1113.0,1.0,2023,9,27,239.7
108634,2023-09-02,7636a6cf74ac,7.0,39.81,278.7,1.0,2023,9,2,129.9
94625,2023-08-30,a6beb068ec77,2.0,69.9,139.8,1.0,2023,8,30,151.6
112164,2023-09-03,f036b0fdffff,0.218,469.91,102.44,1.0,2023,9,3,39.9
161553,2023-09-13,55d25b10684a,6.0,214.6,1287.6,1.0,2023,9,13,79.8
139198,2023-09-09,3fab702fa502,2.0,99.9,199.8,1.0,2023,9,9,418.6
101783,2023-09-01,aae1ef9f4bea,1.0,149.9,149.9,1.0,2023,9,1,219.8
61398,2023-08-23,e2799a80e0ec,1.0,322.0,322.0,1.0,2023,8,23,539.4
182828,2023-09-18,7dba658d647c,7.0,71.43,500.0,1.0,2023,9,18,237.51
177193,2023-09-17,e1a9ae626618,0.254,359.88,91.41,1.0,2023,9,17,151.6
112505,2023-09-03,864dd16afcde,3.0,89.9,269.7,1.0,2023,9,3,170.35
142017,2023-09-09,f589db303b62,3.0,54.04,162.11,1.0,2023,9,9,269.9
160155,2023-09-13,7c731b87cc24,1.0,150.0,150.0,1.0,2023,9,13,880.05
97229,2023-08-31,aa8c52737646,1.0,299.9,299.9,1.0,2023,8,31,1776.03
206743,2023-09-23,405943aa540f,3.0,75.9,227.7,1.0,2023,9,23,539.7
80698,2023-08-27,2503799ce1c7,2.0,69.9,139.8,1.0,2023,8,27,209.0
148678,2023-09-11,3a7b5f6e3ec5,3.214,479.0,1539.49,1.0,2023,9,11,369.9
186123,2023-09-19,f3fb6209799b,1.0,121.5,121.5,1.0,2023,9,19,52.9
213029,2023-09-24,615eb129ddad,1.0,139.9,139.9,1.0,2023,9,24,99.9
189337,2023-09-19,8ebbb694f4fd,1.0,54.9,54.9,1.0,2023,9,19,374.87
187698,2023-09-19,cdc02be382d1,6.412,395.44,2535.59,1.0,2023,9,19,5668.07
172632,2023-09-16,f948a65cd8a3,6.0,103.6,621.6,1.0,2023,9,16,75.75
214123,2023-09-24,4ea8e56099f8,6.0,89.67,537.99,1.0,2023,9,24,599.8
32339,2023-08-17,3a5404ac97d9,1.0,199.9,199.9,1.0,2023,8,17,332.1
56459,2023-08-22,8702ed14266c,0.268,999.89,267.97,1.0,2023,8,22,320.0
109300,2023-09-02,415544da70b5,17.0,119.9,2038.3,1.0,2023,9,2,97.65
73697,2023-08-26,6f22218d5b3c,1.0,119.9,119.9,1.0,2023,8,26,22.9
228597,2023-09-27,dab40327ac49,1.0,95.0,95.0,1.0,2023,9,27,198.0
219271,2023-09-25,86b819740212,4.0,99.9,399.6,1.0,2023,9,25,49.9
22228,2023-08-15,3d79a3112f87,1.0,269.9,269.9,1.0,2023,8,15,328.8
55808,2023-08-22,3e183bf9d1d0,1.0,99.9,99.9,1.0,2023,8,22,72.9
95912,2023-08-31,0f088adedda3,6.0,92.08,552.45,1.0,2023,8,31,1435.0
17497,2023-08-09,559ad411ccbb,3.0,37.9,113.7,1.0,2023,8,9,2255.48
39405,2023-08-19,eab14d24244e,2.0,44.75,89.5,1.0,2023,8,19,79.9
113168,2023-09-03,35822a2dc126,1.0,79.9,79.9,1.0,2023,9,3,99.9
160845,2023-09-13,42baadcbfb08,2.0,69.9,139.8,1.0,2023,9,13,539.1
148878,2023-09-11,28cc9c572302,3.0,59.9,179.7,1.0,2023,9,11,209.9
65761,2023-08-24,b4a8bcb9b96c,1.0,199.0,199.0,1.0,2023,8,24,54.9
75777,2023-08-26,bc1504e7d7a9,4.0,89.9,359.6,1.0,2023,8,26,214.0
221126,2023-09-26,9dfe7718f44e,4.0,94.9,379.6,1.0,2023,9,26,88.0
27414,2023-08-16,b341a7a441a5,6.0,159.0,954.0,1.0,2023,8,16,559.6
91845,2023-08-30,81f8840c0d36,8.0,79.0,632.0,1.0,2023,8,30,27.4
30029,2023-08-17,d66e3cdf6fae,9.016,562.5,5071.5,1.0,2023,8,17,107.8
8382,2023-08-07,b6986c6c3bc1,5.0,29.9,149.5,1.0,2023,8,7,159.9
15739,2023-08-09,076703972fdf,3.0,62.74,188.21,1.0,2023,8,9,119.9
59302,2023-08-23,38f1e8cf1b3d,1.0,89.9,89.9,1.0,2023,8,23,89.9
130192,2023-09-07,e2735ca43df4,1.0,15.99,15.99,1.0,2023,9,7,449.5
79274,2023-08-27,deb9b0d1d68d,7.0,28.72,201.04,1.0,2023,8,27,213.5
179718,2023-09-17,567e9bf68bc4,2.0,76.0,152.0,1.0,2023,9,17,1679.4
145354,2023-09-10,1b9c6c457039,9.0,39.89,359.04,1.0,2023,9,10,169.0
8639,2023-08-07,8dffe008bf82,2.0,149.9,299.8,1.0,2023,8,7,239.8
9844,2023-08-08,520087954bf2,2.0,44.91,89.82,1.0,2023,8,8,215.15
10222,2023-08-08,c5d980efaddd,7.826,267.17,2090.86,1.0,2023,8,8,3520.0
167543,2023-09-15,d39c347f2fa8,1.0,99.9,99.9,1.0,2023,9,15,263.6
26468,2023-08-16,0c6f8d9fd621,74.0,28.87,2136.41,1.0,2023,8,16,820.41
157052,2023-09-12,f5b36b9daf40,5.0,95.45,477.24,1.0,2023,9,12,300.1
